LOCATION,INDICATOR,SUBJECT,MEASURE,FREQUENCY,TIME,Value,Flag Codes,TotalValue
EST,PHARMAEXP,TOT,USD_CAP,A,2013,314.9095,,221.209437913
EST,PHARMAEXP,TOT,USD_CAP,A,2014,324.3777,,227.35632993
ISR,PHARMAEXP,TOT,USD_CAP,A,2006,236.3844,,843.46681608
ISR,PHARMAEXP,TOT,USD_CAP,A,2007,257.1305,,933.61513245
ISR,PHARMAEXP,TOT,USD_CAP,A,2008,256.4691,,947.57638377
ISR,PHARMAEXP,TOT,USD_CAP,A,2009,271.7808,,1028.47290336
ISR,PHARMAEXP,TOT,USD_CAP,A,2010,275.5093,,1061.31692546
ISR,PHARMAEXP,TOT,USD_CAP,A,2011,286.1819,,1123.17810293
ISR,PHARMAEXP,TOT,USD_CAP,A,2012,306.1144,,1222.74335936
SVN,PHARMAEXP,TOT,USD_CAP,A,2002,355.5424,B,362.513519837
SVN,PHARMAEXP,TOT,USD_CAP,A,2003,359.0833,,366.026893772
SVN,PHARMAEXP,TOT,USD_CAP,A,2004,381.8954,,389.499701205
SVN,PHARMAEXP,TOT,USD_CAP,A,2005,405.3603,,413.890702153
SVN,PHARMAEXP,TOT,USD_CAP,A,2006,426.7987,,436.461422568
SVN,PHARMAEXP,TOT,USD_CAP,A,2007,416.4637,,426.5758551
SVN,PHARMAEXP,TOT,USD_CAP,A,2008,443.0468,,454.415380888
SVN,PHARMAEXP,TOT,USD_CAP,A,2009,465.1138,,479.331398638
SVN,PHARMAEXP,TOT,USD_CAP,A,2010,469.1198,,485.325543491
SVN,PHARMAEXP,TOT,USD_CAP,A,2011,478.0849,,495.805594903
SVN,PHARMAEXP,TOT,USD_CAP,A,2012,503.467,,523.025686016
SVN,PHARMAEXP,TOT,USD_CAP,A,2013,518.8539,,1068.37932944
SVN,PHARMAEXP,TOT,USD_CAP,A,2014,483.5458,,996.889142833
LVA,PHARMAEXP,TOT,USD_CAP,A,2004,184.7243,B,226.2872675
LVA,PHARMAEXP,TOT,USD_CAP,A,2005,186.7846,,226.3829352
LVA,PHARMAEXP,TOT,USD_CAP,A,2006,221.1582,,265.38984
LVA,PHARMAEXP,TOT,USD_CAP,A,2007,291.5345,,346.926055
LVA,PHARMAEXP,TOT,USD_CAP,A,2008,240.5605,,283.1397085
LVA,PHARMAEXP,TOT,USD_CAP,A,2009,255.5128,,296.394848
LVA,PHARMAEXP,TOT,USD_CAP,A,2010,276.3644,,314.5026872
LVA,PHARMAEXP,TOT,USD_CAP,A,2011,283.607,,317.072626
LVA,PHARMAEXP,TOT,USD_CAP,A,2012,293.1636,,323.6526144
LVA,PHARMAEXP,TOT,USD_CAP,A,2013,341.1093,,0
LVA,PHARMAEXP,TOT,USD_CAP,A,2014,347.6399,B,0
LTU,PHARMAEXP,TOT,USD_CAP,A,2004,247.4469,B,0
LTU,PHARMAEXP,TOT,USD_CAP,A,2005,284.4582,,0
LTU,PHARMAEXP,TOT,USD_CAP,A,2006,302.6872,,0
LTU,PHARMAEXP,TOT,USD_CAP,A,2007,316.0341,,0
LTU,PHARMAEXP,TOT,USD_CAP,A,2008,341.6259,,0
LTU,PHARMAEXP,TOT,USD_CAP,A,2009,358.4488,,0
LTU,PHARMAEXP,TOT,USD_CAP,A,2010,365.7485,,0
LTU,PHARMAEXP,TOT,USD_CAP,A,2011,381.4509,,0
LTU,PHARMAEXP,TOT,USD_CAP,A,2012,445.5823,,0
LTU,PHARMAEXP,TOT,USD_CAP,A,2013,458.5557,,0
LTU,PHARMAEXP,TOT,USD_CAP,A,2014,479.0798,,0
RUS,PHARMAEXP,TOT,USD_CAP,A,2014,317.5209,B,0
